"","Title","Action","Adventure","Animation","Childrens","Comedy","Crime","Documentary","Drama","Fantasy","FilmNoir","Horror","Musical","Mystery","Romance","SciFi","Thriller","War","Western"
"1325","American Buffalo (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1326","Kazaam (1996)",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"1327","Larger Than Life (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1328","Two Deaths (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1329","Stefano Quantestorie (1993)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1330","Crude Oasis, The (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1331","Hedd Wyn (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1332","Convent, The (Convento, O) (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1333","Lotto Land (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1334","Story of Xinghua, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1335","Day the Sun Turned Cold, The (Tianguo niezi) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1336","Dingo (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1337","Ballad of Narayama, The (Narayama Bushiko) (1958)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1338","Every Other Weekend (1990)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1339","Mille bolle blu (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1340","Crows and Sparrows (1949)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1341","Lover's Knot (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1342","Shadow of Angels (Schatten der Engel) (1976)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1343","1-900 (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1344","Venice/Venice (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1345","Infinity (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1346","Ed's Next Move (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1347","For the Moment (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"1348","The Deadly Cure (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1349","Boys in Venice (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1350","Sexual Life of the Belgians, The (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1351","Search for One-eye Jimmy, The (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1352","American Strays (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1353","Leopard Son, The (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1354","Bird of Prey (1996)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1355","Johnny 100 Pesos (1993)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1356","JLG/JLG - autoportrait de décembre (1994)",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1357","Faust (1994)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1358","Mina Tannenbaum (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1359","Forbidden Christ, The (Cristo proibito, Il) (1950)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1360","I Can't Sleep (J'ai pas sommeil) (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1361","Machine, The (1994)",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1362","Stranger, The (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1363","Good Morning (1971)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1364","Falling in Love Again (1980)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1365","Cement Garden, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1366","Meet Wally Sparks (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1367","Hotel de Love (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1368","Rhyme & Reason (1997)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1369","Love and Other Catastrophes (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1370","Hollow Reed (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1371","Losing Chase (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1372","Bonheur, Le (1965)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1373","Second Jungle Book: Mowgli & Baloo, The (1997)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1374","Squeeze (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1375","Roseanna's Grave (For Roseanna) (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1376","Tetsuo II: Body Hammer (1992)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1377","Fall (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1378","Gabbeh (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1379","Mondo (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1380","Innocent Sleep, The (1995)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1381","For Ever Mozart (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1382","Locusts, The (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1383","Stag (1997)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1384","Swept from the Sea (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1385","Hurricane Streets (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1386","Stonewall (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1387","Of Human Bondage (1934)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1388","Anna (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1389","Stranger in the House (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1390","Picture Bride (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1391","M. Butterfly (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1392","Ciao, Professore! (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1393","Caro Diario (Dear Diary) (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1394","Withnail and I (1987)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1395","Boy's Life 2 (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1396","When Night Is Falling (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1397","Specialist, The (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1398","Gordy (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1399","Swan Princess, The (1994)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1400","Harlem (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1401","Barbarella (1968)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1402","Land Before Time III: The Time of the Great Giving (1995) (V)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1403","Street Fighter (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1404","Coldblooded (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1405","Next Karate Kid, The (1994)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1406","No Escape (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1407","Turning, The (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1408","Joy Luck Club, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1409","Highlander III: The Sorcerer (1994)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1410","Gilligan's Island: The Movie (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1411","My Crazy Life (Mi vida loca) (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1412","Suture (1993)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"1413","Walking Dead, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"1414","I Like It Like That (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1415","I'll Do Anything (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1416","Grace of My Heart (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1417","Drunks (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1418","SubUrbia (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1419","Sliding Doors (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1420","Ill Gotten Gains (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1421","Legal Deceit (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1422","Mighty, The (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1423","Men of Means (1998)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1424","Shooting Fish (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1425","Steal Big, Steal Little (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1426","Mr. Jones (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1427","House Party 3 (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1428","Panther (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1429","Jason's Lyric (1994)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1430","Above the Rim (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1431","Moonlight and Valentino (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1432","Scarlet Letter, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1433","8 Seconds (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1434","That Darn Cat! (1965)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1435","Ladybird Ladybird (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1436","Bye Bye, Love (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1437","Century (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1438","My Favorite Season (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1439","Pather Panchali (1955)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1440","Golden Earrings (1947)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1441","Foreign Correspondent (1940)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1442","Lady of Burlesque (1943)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1443","Angel on My Shoulder (1946)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1444","Angel and the Badman (1947)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1445","Outlaw, The (1943)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1446","Beat the Devil (1954)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1447","Love Is All There Is (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1448","Damsel in Distress, A (1937)",0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
"1449","Madame Butterfly (1995)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1450","Sleepover (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1451","Here Comes Cookie (1935)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1452","Thieves (Voleurs, Les) (1996)",0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
"1453","Boys, Les (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1454","Stars Fell on Henrietta, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1455","Last Summer in the Hamptons (1995)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1456","Margaret's Museum (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1457","Saint of Fort Washington, The (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1458","Cure, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1459","Tom and Huck (1995)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1460","Gumby: The Movie (1995)",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1461","Hideaway (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1462","Visitors, The (Visiteurs, Les) (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"1463","Little Princess, The (1939)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1464","Nina Takes a Lover (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1465","Bhaji on the Beach (1993)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1466","Raw Deal (1948)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1467","Nightwatch (1997)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"1468","Dead Presidents (1995)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1469","Reckless (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1470","Herbie Rides Again (1974)",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1471","S.F.W. (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1472","Gate of Heavenly Peace, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1473","Man in the Iron Mask, The (1998)",1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1474","Jerky Boys, The (1994)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1475","Colonel Chabert, Le (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
"1476","Girl in the Cadillac (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1477","Even Cowgirls Get the Blues (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1478","Germinal (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1479","Chasers (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1480","Fausto (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1481","Tough and Deadly (1995)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1482","Window to Paris (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1483","Modern Affair, A (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1484","Mostro, Il (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1485","Flirt (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1486","Carpool (1996)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1487","Line King: Al Hirschfeld, The (1996)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1488","Farmer & Chase (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1489","Grosse Fatigue (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1490","Santa with Muscles (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1491","Prisoner of the Mountains (Kavkazsky Plennik) (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1492","Naked in New York (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1493","Gold Diggers: The Secret of Bear Mountain (1995)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1494","Bewegte Mann, Der (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1495","Killer: A Journal of Murder (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1496","Nelly & Monsieur Arnaud (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1497","Three Lives and Only One Death (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1498","Babysitter, The (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1499","Getting Even with Dad (1994)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1500","Mad Dog Time (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1501","Children of the Revolution (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1502","World of Apu, The (Apur Sansar) (1959)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1503","Sprung (1997)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1504","Dream With the Fishes (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1505","Wings of Courage (1995)",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1506","Wedding Gift, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1507","Race the Sun (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1508","Losing Isaiah (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1509","New Jersey Drive (1995)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1510","Fear, The (1995)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1511","Mr. Wonderful (1993)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1512","Trial by Jury (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1513","Good Man in Africa, A (1994)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1514","Kaspar Hauser (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1515","Object of My Affection, The (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1516","Witness (1985)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"1517","Senseless (1998)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1518","Nowhere (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1519","Underground (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1520","Jefferson in Paris (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1521","Far From Home: The Adventures of Yellow Dog (1995)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1522","Foreign Student (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1523","I Don't Want to Talk About It (De eso no se habla) (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1524","Twin Town (1997)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1525","Enfer, L' (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1526","Aiqing wansui (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1527","Cosi (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1528","All Over Me (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1529","Being Human (1993)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1530","Amazing Panda Adventure, The (1995)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1531","Beans of Egypt, Maine, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1532","Scarlet Letter, The (1926)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1533","Johns (1996)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1534","It Takes Two (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1535","Frankie Starlight (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"1536","Shadows (Cienie) (1988)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1537","Show, The (1995)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1538","The Courtyard (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1539","Dream Man (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1540","Destiny Turns on the Radio (1995)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1541","Glass Shield, The (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1542","Hunted, The (1995)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1543","Underneath, The (1995)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1544","Safe Passage (1994)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1545","Secret Adventures of Tom Thumb, The (1993)",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546","Condition Red (1995)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1547","Yankee Zulu (1994)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1548","Aparajito (1956)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1549","Hostile Intentions (1994)",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
"1550","Clean Slate (Coup de Torchon) (1981)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1551","Tigrero: A Film That Was Never Made (1994)",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"1552","Eye of Vichy, The (Oeil de Vichy, L') (1993)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1553","Promise, The (Versprechen, Das) (1994)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1554","To Cross the Rubicon (1991)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1555","Daens (1992)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1556","Man from Down Under, The (1943)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1557","Careful (1992)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1558","Vermont Is For Lovers (1992)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1559","Vie est belle, La (Life is Rosey) (1987)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1560","Quartier Mozart (1992)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561","Touki Bouki (Journey of the Hyena) (1973)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1562","Wend Kuuni (God's Gift) (1982)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1563","Spirits of the Dead (Tre passi nel delirio) (1968)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1564","Pharaoh's Army (1995)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1565","I, Worst of All (Yo, la peor de todas) (1990)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1566","Hungarian Fairy Tale, A (1987)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1567","Death in the Garden (Mort en ce jardin, La) (1956)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1568","Collectionneuse, La (1967)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1569","Baton Rouge (1988)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1570","Liebelei (1933)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1571","Woman in Question, The (1950)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1572","T-Men (1947)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1573","Invitation, The (Zaproszenie) (1986)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1574","Symphonie pastorale, La (1946)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1575","American Dream (1990)",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1576","Lashou shentan (1992)",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"1577","Terror in a Texas Town (1958)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1578","Salut cousin! (1996)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"1579","Schizopolis (1996)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1580","To Have, or Not (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1581","Duoluo tianshi (1995)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1582","Magic Hour, The (1998)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
